review_text,content_stem,review_rating,target
"not good at all! my neighbor uses black arrow pick up on his shopee account 
and i can't, 2nd does not have any draft post section, 3rd the app is too 
laggy and took 3 minutes to load the gallery,4th the app itself is a joke! 
can't even change some thibgs like you can change it to a pc....stupid 
developer and my someone from taiwan is trying to access my bank acciunt... 
shopee is from taiwan so shopee is hacking people.??",good neighbor use black arrow pick account nd draft post section rd laggi took minut load galleri th joke even chang thibg like chang pc stupid develop someon taiwan tri access bank acciunt taiwan hack peopl,1,1
sana maalis yung mga item na iba presyo,sana maali presyo,5,0
"expensive delivery. poor and slow delivery. same delivery man came three times in five minutes! each time, no change. shopee is a good service, but their courier was abysmal!",expens deliveri poor slow deliveri deliveri man came three time five minut time chang good servic courier abysm,3,1
very nice to use on shopping,nice use shop,5,0
why its not mesege,meseg,3,1
one of favorite online store thank you so much 🥰❤️,one favorit onlin store thank much,5,0
guard,guard,5,0
your shopping cart is soooooo laggy i can't delete items wtfffffff,shop cart soooooo laggi delet wtfffffff,1,1
enjoy it,enjoy,5,0
convenient to shoo,conveni shoo,5,0
this is good for shopping online,good shop onlin,5,0
very nice expirence,nice expir,5,0
bakit blank lang yung add to cart section white lang,blank add cart section white,1,1
it's not showing the item images. it says shopee pay function is not available. it's not loading at all. i'm trying to reinstall but even that is not working.,show imag say pay function avail load tri reinstal even work,1,1
nice shop ehehe kahit di kana bumili sa market andito na lahat sila mismo mag papadala mahal nga lang ship,nice shop eheh kana bumili market andito mag papadala mahal nga ship,5,0
big help for todays situation.,big help today situat,4,0
"im changing my review here, the update amd customer service has dramatically increased. good job shoppee",im chang review updat amd custom servic dramat increas good job,5,0
verynice,verynic,5,0
synchronized ang mga items easy to access,synchron easi access,5,0
"nice products and low prices with same quality, i enjoyed free delivery, keep it up shopee....",nice product low price qualiti enjoy free deliveri keep,5,0
its excellent,excel,5,0
super enjoy ng apps na to ..0lease download this apps 😘❤️❤️❤️,super enjoy app leas download app,5,0
veeeeerrrrrryyyyy góoooooooooddd,veeeeerrrrrryyyyi g oooooooooddd,5,0
excellent! kahit magkalayo po kami naipapamili ko pa rin ng gamit ang mag ama ko hindi ko na kailangan pumunta ng mall,excel magkalayo po naipapamili rin gamit mag ama mall,5,0
andali mag order tamang hintay lang sa bahay 🤭😊,andali mag order tamang hintay bahay,5,0
"perfect app, so far!",perfect far,5,0
super ganda happy talaga ang pinagbigyan ko salamat shopeeee.sa uulitin.,super ganda happi talaga pinagbigyan salamat shopeee uulitin,5,0
i edit my review. the apps kinda slow when you load your cart😑,edit review app kinda slow load cart,4,0
"nice shopee, wag kalang mag pasok ng seller na scam salamat 😊🙏🏻",nice wag kalang mag pasok scam salamat,5,0
ano na wala padin order ko samantalang last sunday pa nako shopee kay tamad nyo na pag wala padin order ko hindi kona need mag bayad,wala padin order samantalang last sunday nako kay tamad pag wala padin order kona need mag bayad,1,1
my order for 4 items from same seller that uses ninja whatsoever courier..took 1 week before i received my orders.,order use ninja whatsoev courier took week receiv order,2,1
vry good guality,vri good gualiti,5,0
the items alwys good,alwi good,5,0
mabilis ang process...,mabili process,5,0
i hate your ads,hate ad,1,1
mvl😤♈🔜🔚🔚😇,mvl,5,0
excellent . hassle free. very helpful to me great job shopee👍👍👍👍❤️❤️❤️❤️i enjoy this apps i spend a lot of money haha😅😅,excel hassl free help great job enjoy app spend lot money haha,5,0
very usefull,useful,5,0
i so enjoying but sometimes i have no money foe shopping nyahahah,enjoy sometim money foe shop nyahahah,5,0
"i never had a bad experience, everything is fine and happy to order. :)",never experi everyth fine happi order,5,0
super nice,super nice,5,0
very amazing,amaz,5,0
enjoying,enjoy,5,0
ok naman ung experience ko un nga lang madalang ako maka kuha ng free shiping,ok ung experi un nga madalang maka kuha free shipe,5,0
good app..,good,5,0
very convenient and helpful to the busy people. people like me who is away from direct supplier stores is now able to buy wherever! thanks shopee!,conveni help busi peopl peopl like away direct supplier store abl buy wherev thank,5,0
poor service!!!!!!!! always failed to pick up the order stupid app!,poor servic alway fail pick order stupid,1,1
"it's very helpful for me, because of the vouchers and discount.",help voucher discount,5,0
quality 👌,qualiti,5,0
sometimes the items good❤,sometim good,5,0
"my information somehow got leaked. di ako sumali sa kung anumang paraffle or so tas may biglang tumawag sakin saying i was picked as a lucky customer for their 80% discount sa product nila. sure, maganda na mabunot ka sa mga pa raffle, ang akin lang e sana di naleleak yung personal info mo lalo kung wala kang alam about it.",inform somehow got leak sumali paraffl ta biglang tumawag sakin say pick lucki custom discount product sure maganda mabunot raffl e sana naleleak person info mo lalo wala kang alam,1,1
i love buying clothes in here,love buy cloth,5,0
the delivery is too loooooong!,deliveri loooooong,2,1
absolutely perfect!!!,absolut perfect,5,0
quick delivery.,quick deliveri,4,0
live this app so much,live much,5,0
i love you and safe tayo dito walang scamer dito promises kaya download na kao,love safe scamer promis download kao,5,0
amazing voucher,amaz voucher,5,0
ok na ok..,ok ok,5,0
good to know you were here 4 us.,good know us,5,0
i loved it so helpful,love help,5,0
easy to shop and more discount to shop.,easi shop discount shop,5,0
this device was so easy to use and thank you for the item for 1 pesos i get a microphone in a mystery box,devic easi use thank peso get microphon mysteri box,5,0
great app for online shopping...,great onlin shop,5,0
thank you for less shipping cost that app is best here in isulan,thank less ship cost best isulan,5,0
tnx,tnx,5,0
i love shopee. sana magka.shopee pay later ako huhu,love sana magka pay later huhu,5,0
"very disappointed. poor handling of refund request. i ordered 14 pieces of tops from a seller and only 5 were correct. i filed for a refund but shopee approved the seller's dispute which is to charge me for the ""damaged"" items which i didn't do. why would i return the items in damaged condition? tsk. shopee did not investigate further. even sent me ""automated"" emails. i'm really disappointed. i better switch to lazada. goodbye shopee after 2 years of being a repeat customer 👎",disappoint poor handl refund request order piec top correct file refund approv disput charg damag would return damag condit tsk investig even sent autom email realli disappoint better switch lazada goodby year repeat custom,1,1
magandang maganda yong shappee kc mas mura kaysa mall ur ibang tindahan kaya 5star,magandang maganda yong shappe kc ma mura mall ur ibang tindahan star,5,0
very fast .. good products,fast good product,5,0
okay naman sya kaso nga lang wala yung s-pay later,okay sya kaso nga wala pay later,5,0
"all item i've been ordered here is arrived on me in good condition as always. i give this app, the seller on here and the rider a 5 star ⭐⭐⭐⭐⭐",order arriv good condit alway give rider star,5,0
it soo nicee 😍 sometimess nag lolog eeh peruuuu i love thiss apps tha kyouuu shopee 😍,soo nice sometimess nag lolog eeh peruuuu love thiss app tha kyouuu,5,0
"good app, easy to use very usefull",good easi use useful,5,0
thanks to shopee😊,thank,5,0
normally,normal,5,0
"too many scammers, and the admin are not doing anything to solve issues, note: i'm a gold member",mani scammer admin anyth solv issu note gold member,1,1
if you are fond of shopping online this is the app for you.,fond shop onlin,5,0
nice shopping online,nice shop onlin,5,0
very useful platform,use platform,5,0
super love this app!,super love,5,0
nakakainis yung product ko nakarating ng davao ilang weeks ako nag antay bago dumating e sa bicol ako nakailang contact din ako sa customer service puro ang sagot mag antay nalang po kakaantay ko nag pabalik balik sa davao product ko,nakakaini product nakar davao ilang week nag antay dumat e bicol nakailang contact custom servic puro sagot mag antay nalang po kakaantay nag pabalik balik davao product,2,1
"so far, ang ganda pa ang experience ko dito sa shoppee, tge deliveries is on time and early, i am satisfied with the products",far ganda experi tge deliveri time earli satisfi product,4,0
i will give 5🌟 if you update the shipment processing. nareceive ko na yung items nung isang araw pero until now hindi parin nagprocess yung shipment kawawa naman yung ibang sellers at pls pakiupdate na asap. para matrack namin ng maayos kung nasaan na yung items namin. thank you.,give updat shipment process narec nung araw parin nagprocess shipment kawawa ibang pl pakiupd asap matrack maayo thank,1,1
di muna kailangan lumabas para bumili dahil sa shopee laki tulong sa tulad kong may baby..,muna lumaba bumili laki tulong babi,5,0
super duper convenient,super duper conveni,5,0
once you disn't use your shoppee app to take an orders yoir loyalty card were dlted to lower memberzhop card.,disn use take order yoir loyalti card dlted lower memberzhop card,4,0
"i've been using this app since 2019 'coz of fsv. so every month, you'll get free shipping vouchers. however, since december, the free shipping vouchers became useless. when i'm checking out an item it says that the voucher has been redeemed and just try another voucher even though i haven't ordered even once for that month. this january, the voucher became useless again 'coz no matter what item i order, the voucher really doesn't work. i'm starting to hate this app...",use sinc coz fsv everi month get free ship voucher howev sinc decemb free ship voucher becam useless check say voucher redeem tri anoth voucher even though order even month januari voucher becam useless coz matter order voucher realli work start hate,2,1
